CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
3,5,45,168,288,2,2,1,4000,0,1,1,5,3,1,1200,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,1,1
0,1,39,216,288,1,2,0,0,1,1,1,2,0,0,1300,Dept. Store or Mail,Lease,German,Others,Without Vehicle,Cheque card,1,1
1,3,41,216,288,1,2,1,2000,0,3,1,0,0,0,1000,Dept. Store or Mail,,German,Others,Without Vehicle,no credit cards,1,1
2,4,46,240,288,2,1,1,2600,0,1,1,2,3,1,1300,Dept. Store or Mail,Lease,Turkish,Others,Car,no credit cards,1,1
2,4,46,264,288,2,0,1,100000,0,1,1,3,5,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
1,3,45,288,288,2,0,0,3300,0,1,1,4,3,1,4000,Furniture or Carpet,,German,Others,Car,no credit cards,1,1
3,5,45,999,288,2,2,1,4000,0,1,1,6,3,1,1800,Radio or TV or Hifi,Owner,German,Others,Car,no credit cards,1,1
0,2,57,999,288,2,0,1,2800,0,1,1,4,3,1,1500,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
1,3,39,36,240,2,0,1,5000,0,1,1,2,8,1,1300,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,3,66,36,240,2,0,0,1700,0,3,1,0,3,1,1500,Radio or TV or Hifi,,German,Pensioner,Car,no credit cards,1,1
2,4,35,72,240,1,0,1,3000,0,1,1,2,0,0,800,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
4,6,36,120,240,2,1,1,4000,0,1,1,3,0,0,900,Radio or TV or Hifi,,Turkish,Civil Service,Car,no credit cards,1,1
4,6,36,120,240,2,1,1,4000,0,1,1,3,0,0,1300,Radio or TV or Hifi,,Turkish,Civil Service,Car,no credit cards,1,1
2,4,40,120,240,2,0,1,3200,0,1,1,1,6,1,5000,Radio or TV or Hifi,Lease,Others,State or Steel Ind,Car,no credit cards,1,1
2,4,38,144,240,1,2,1,2000,1,3,1,0,2,1,1400,Radio or TV or Hifi,Lease,German,State or Steel Ind,Car,Cheque card,1,1
1,3,41,144,240,2,2,0,3300,0,3,0,0,3,1,1500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
1,2,39,168,240,2,0,0,2700,0,1,1,3,2,1,2500,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
0,2,51,168,240,2,0,1,2400,0,1,1,2,2,1,900,Furniture or Carpet,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
0,1,35,336,240,2,0,0,4000,0,3,1,0,5,1,500,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
1,2,40,999,240,1,0,1,2200,0,3,1,0,0,0,3000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,2,63,999,240,1,0,0,1500,0,3,1,0,0,0,600,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
0,1,35,0,216,2,2,1,1800,0,1,1,1,8,1,2500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
3,5,49,6,216,2,2,0,4000,0,1,1,3,4,1,500,Dept. Store or Mail,Owner,German,Civil Service,Car,no credit cards,1,1
0,1,39,24,216,1,0,1,2600,0,1,1,0,6,1,2500,Radio or TV or Hifi,Lease,German,Military Service,Car,no credit cards,1,1
2,3,34,30,216,2,0,1,2800,0,1,1,2,6,1,3000,Radio or TV or Hifi,Lease,German,Food or Building,Without Vehicle,no credit cards,1,1
2,3,41,30,216,2,0,0,0,0,1,1,2,0,0,1900,Furniture or Carpet,Lease,German,Others,Car,Mastercard/Euroc,1,1
1,3,33,60,216,2,2,1,3200,0,1,1,3,3,1,4000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,4,33,84,216,2,0,1,2300,0,1,1,1,5,1,900,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,1,1
3,5,34,84,216,2,0,0,4000,0,3,1,0,4,1,10000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
5,7,56,84,216,2,0,1,3100,0,1,1,1,4,1,1000,Furniture or Carpet,Lease,Others,Others,Car,no credit cards,1,1
0,1,39,108,216,1,1,1,0,1,1,1,1,0,0,1500,Furniture or Carpet,Lease,German,Food or Building,Without Vehicle,Cheque card,1,1
2,4,34,120,216,1,0,0,0,1,1,1,1,0,0,600,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
2,4,34,120,216,1,0,0,0,1,1,1,3,2,1,1900,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
2,4,33,144,216,2,0,1,3300,0,3,1,0,7,1,7000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,4,34,144,216,1,0,0,0,1,1,1,2,2,1,3000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,1,63,168,216,2,2,1,1500,0,1,1,5,4,1,6000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,1,1
1,3,50,192,216,2,1,1,2500,0,1,1,2,4,1,800,Radio or TV or Hifi,,Turkish,Others,Car,no credit cards,1,1
0,2,52,192,216,2,0,0,2500,0,1,1,2,5,1,3000,Radio or TV or Hifi,Lease,German,Military Service,Car,no credit cards,1,1
1,3,55,216,216,2,0,1,1800,0,1,1,3,7,1,3000,Radio or TV or Hifi,,Turkish,Pensioner,Car,no credit cards,1,1
0,2,40,336,216,2,0,0,1900,0,1,1,1,0,0,4000,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,1,1
1,3,33,999,216,1,0,0,1900,0,3,1,0,8,1,4000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,38,999,216,1,1,0,2500,0,1,1,2,3,1,1600,Radio or TV or Hifi,Lease,German,Civil Service,Without Vehicle,no credit cards,1,1
1,2,32,3,192,1,2,1,3100,0,1,1,1,8,1,1400,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
1,3,43,3,192,2,1,1,2500,0,1,1,2,9,1,1300,Cars,Lease,German,Others,Without Vehicle,no credit cards,1,1
3,5,41,6,192,2,0,1,4000,0,1,1,2,5,1,500,Furniture or Carpet,Lease,German,Chemical Industr,Car,no credit cards,1,1
2,3,36,15,192,2,1,1,3200,0,1,1,1,5,1,800,Dept. Store or Mail,,German,Food or Building,Car,no credit cards,1,1
1,3,32,30,192,2,0,1,2700,0,1,1,2,4,1,4000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,34,66,192,2,2,0,0,1,1,1,3,0,0,1700,Dept. Store or Mail,Lease,German,Civil Service,Car,Cheque card,1,1
4,6,40,84,192,2,2,1,4000,0,1,1,4,2,1,1900,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
1,3,50,84,192,2,2,1,3200,0,1,1,3,3,1,2500,Dept. Store or Mail,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,31,96,192,2,2,1,3200,0,1,1,2,2,1,1000,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
3,5,31,96,192,2,2,1,3000,0,1,1,2,5,1,2500,Furniture or Carpet,,Turkish,Others,Car,no credit cards,1,1
0,1,33,96,192,2,2,1,2200,0,1,1,2,0,0,2500,Furniture or Carpet,Owner,German,Others,Car,no credit cards,1,1
2,4,42,96,192,2,0,0,10000,1,1,1,3,6,1,2500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
1,3,42,96,192,2,2,1,2000,0,1,1,1,2,1,5000,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
4,6,46,168,192,2,0,1,2900,1,1,1,2,7,1,700,Dept. Store or Mail,Lease,Yugoslav,Others,Car,Cheque card,1,1
0,1,32,192,192,1,0,0,1800,0,1,1,0,0,0,1600,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,32,192,192,1,0,0,1800,0,1,1,0,0,0,1700,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,40,192,192,2,0,1,3000,0,1,1,2,4,1,1700,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
0,2,47,192,192,2,0,0,2900,0,1,1,3,3,1,6000,Cars,Owner,German,Civil Service,Car and Motor bi,no credit cards,1,1
1,3,50,192,192,2,0,0,0,1,1,1,1,0,0,2000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
2,4,42,264,192,2,2,0,2100,0,1,1,3,3,1,1400,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,57,288,192,2,0,0,2300,0,3,1,0,3,1,15000,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,31,999,192,2,2,1,2000,0,1,1,1,7,1,500,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,37,999,192,2,0,0,0,1,3,1,0,0,0,4000,Furniture or Carpet,Lease,German,Civil Service,Car,Cheque card,1,1
0,1,45,999,192,2,0,0,2700,0,3,1,0,2,1,800,Furniture or Carpet,Owner,German,Others,Car,no credit cards,1,1
3,5,28,0,168,1,0,0,1700,0,1,1,1,0,0,4000,Furniture or Carpet,Lease,German,Civil Service,Without Vehicle,no credit cards,1,1
0,2,28,6,168,2,0,1,3000,0,1,1,1,8,1,1300,Radio or TV or Hifi,Lease,German,State or Steel Ind,Car,no credit cards,1,1
2,4,33,9,168,2,1,1,2900,0,1,1,2,2,1,1300,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
1,3,30,18,168,2,2,1,3300,0,1,1,2,2,1,1500,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
1,2,31,18,168,1,0,0,0,1,3,1,0,0,0,900,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,1,35,18,168,2,1,1,3000,0,1,1,1,4,1,500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,39,24,168,2,0,0,5000,0,1,1,2,5,1,20000,Furniture or Carpet,Lease,Other European,Others,Car,no credit cards,1,1
1,3,30,30,168,1,0,1,2200,0,3,1,0,0,0,1000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,44,30,168,2,0,0,2200,0,1,1,1,0,0,2500,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,46,30,168,1,0,0,1500,0,1,1,2,4,1,1900,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
0,2,30,42,168,1,0,1,3000,0,3,1,0,0,0,1600,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,31,48,168,1,2,1,3300,0,1,1,2,5,1,3000,Furniture or Carpet,,Turkish,Others,Car,no credit cards,1,1
2,3,37,48,168,1,0,0,2600,0,1,1,1,7,1,2000,Cars,Lease,German,Others,Car,no credit cards,1,1
2,4,36,54,168,2,0,1,4000,0,1,1,4,5,1,3000,Radio or TV or Hifi,Owner,German,Others,Car,no credit cards,1,1
3,5,34,66,168,2,0,0,2500,0,1,1,1,0,0,1800,Radio or TV or Hifi,Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
0,2,32,72,168,2,2,1,2200,0,1,1,2,2,1,1300,Dept. Store or Mail,Lease,German,Civil Service,Car,no credit cards,1,1
2,4,30,84,168,1,0,0,0,1,3,1,0,0,0,1600,Dept. Store or Mail,Lease,German,Others,Car,Cheque card,1,1
1,2,32,84,168,1,0,0,1600,0,3,1,0,0,0,1800,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
1,2,29,96,168,1,0,0,1700,0,3,1,0,0,0,1000,Radio or TV or Hifi,Lease,German,Civil Service,Without Vehicle,no credit cards,1,1
2,3,37,96,168,1,0,0,1500,0,3,1,0,0,0,4000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,2,55,96,168,2,0,1,2800,0,1,1,4,3,1,15000,Cars,Lease,German,Others,Car,no credit cards,1,1
2,4,38,108,168,2,0,0,1800,0,1,1,3,0,0,3000,Cars,Lease,German,Civil Service,Car,no credit cards,1,1
4,6,38,144,168,2,0,1,3400,0,1,1,2,3,1,4000,Furniture or Carpet,,Turkish,Others,Car,no credit cards,1,1
3,5,50,168,168,2,0,0,4000,0,1,1,2,2,1,1000,Dept. Store or Mail,,German,Chemical Industr,Car,no credit cards,1,1
0,1,49,192,168,2,2,1,2200,0,1,1,2,2,1,5000,Radio or TV or Hifi,Lease,Turkish,Civil Service,Car,no credit cards,1,1
0,2,29,360,168,2,2,1,0,1,1,1,2,6,1,500,Radio or TV or Hifi,,German,Food or Building,Car,Cheque card,1,1
1,3,50,360,168,1,0,1,2500,0,3,1,0,2,1,700,Furniture or Carpet,,German,Others,Without Vehicle,no credit cards,1,1
0,1,45,0,144,1,2,1,2200,0,1,1,1,3,1,900,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,2,32,6,144,2,0,1,2800,0,3,1,0,3,1,2500,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
1,3,33,6,144,2,0,1,2500,0,1,1,2,7,1,3000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,32,12,144,2,0,1,2000,0,1,1,1,6,1,600,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,37,12,144,2,0,0,2300,0,3,1,0,4,1,600,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,32,15,144,2,0,1,3000,0,1,1,2,8,1,500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,31,18,144,2,0,1,5000,0,1,1,3,2,1,4000,Radio or TV or Hifi,Lease,German,Military Service,Car,no credit cards,1,1
0,1,29,21,144,1,0,0,2300,0,3,1,0,0,0,2500,Radio or TV or Hifi,Lease,German,Civil Service,Without Vehicle,no credit cards,1,1
0,2,34,21,144,2,0,1,2200,0,1,1,1,2,1,1400,Radio or TV or Hifi,Lease,German,Chemical Industr,Car,no credit cards,1,1
2,3,29,30,144,1,0,0,2400,0,1,1,2,0,0,4000,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,1,1
0,2,30,30,144,1,0,0,2300,0,3,1,0,0,0,1000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
2,4,32,30,144,2,0,0,0,1,1,1,2,2,1,4000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
1,3,27,36,144,2,1,1,3200,0,1,1,4,6,1,1400,Radio or TV or Hifi,Owner,German,Others,Car,no credit cards,1,1
0,2,31,36,144,2,0,1,2000,0,1,1,1,2,1,2000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,41,36,144,1,0,1,2900,0,1,1,1,0,0,4000,Furniture or Carpet,,German,Civil Service,Car,no credit cards,1,1
0,1,41,42,144,2,0,1,2900,0,1,1,1,4,1,2500,Leisure,Lease,German,Food or Building,Car,no credit cards,1,1
1,2,43,42,144,1,0,0,2500,0,3,1,0,0,0,1300,Leisure,Lease,German,Others,Without Vehicle,no credit cards,1,1
1,3,41,54,144,2,0,0,10000,1,1,1,2,4,1,4000,Cars,Owner,German,Self-employed pe,Car,Cheque card,1,1
0,1,28,60,144,2,2,1,2000,0,1,1,2,0,0,700,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,27,66,144,2,2,1,0,1,1,1,1,4,1,2500,Cars,Lease,German,Others,Car,Cheque card,1,1
1,3,38,66,144,2,0,1,5000,0,1,1,1,6,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,1,29,72,144,1,0,0,1700,0,1,1,2,0,0,800,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,32,84,144,2,2,1,1900,0,1,1,2,4,1,500,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
1,3,29,96,144,2,0,0,2200,0,3,1,0,4,1,3000,Radio or TV or Hifi,,German,Food or Building,Without Vehicle,no credit cards,1,1
0,2,52,96,144,2,1,1,4000,0,1,1,5,5,1,1600,Furniture or Carpet,Lease,German,Food or Building,Car,no credit cards,1,1
1,3,40,108,144,1,2,1,0,1,3,1,0,0,0,1800,Furniture or Carpet,Lease,German,Others,Without Vehicle,Cheque card,1,1
3,5,45,108,144,2,0,0,1500,0,1,1,2,2,1,1000,Furniture or Carpet,Owner,German,Others,Without Vehicle,no credit cards,1,1
2,4,30,120,144,2,0,0,1800,0,1,1,1,4,1,1500,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
0,1,33,120,144,2,0,1,2700,0,1,1,1,4,1,3000,Radio or TV or Hifi,,German,Others,Without Vehicle,no credit cards,1,1
0,1,36,144,144,2,2,1,1500,0,1,1,1,0,0,1000,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
0,1,52,144,144,2,0,1,2100,0,1,1,1,0,0,1000,Dept. Store or Mail,Lease,German,Civil Service,Without Vehicle,no credit cards,1,1
2,4,38,168,144,1,0,0,4000,0,3,1,0,7,1,2000,Radio or TV or Hifi,Lease,Greek,Others,Without Vehicle,no credit cards,1,1
1,3,44,168,144,2,2,1,2500,0,1,1,2,7,1,900,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,2,47,168,144,2,2,1,4000,0,3,1,0,3,1,500,Dept. Store or Mail,,German,Food or Building,Car,no credit cards,1,1
1,3,56,168,144,2,0,1,3300,0,1,1,1,7,1,2500,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,30,192,144,2,2,0,10000,0,1,1,2,5,1,1100,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,no credit cards,1,1
2,3,34,192,144,2,0,1,1500,0,1,1,1,8,1,500,Cars,Lease,German,Others,Car,no credit cards,1,1
0,2,49,192,144,2,0,1,5000,0,1,1,1,3,1,800,Dept. Store or Mail,,German,Others,Car,no credit cards,1,1
1,3,47,288,144,2,2,1,5000,0,1,1,3,3,1,2500,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,39,360,144,2,0,1,5000,0,1,1,2,4,1,4000,Dept. Store or Mail,Lease,German,Self-employed pe,Car,no credit cards,1,1
2,4,48,999,144,0,0,1,2300,0,1,1,7,0,0,5000,Furniture or Carpet,Owner,German,Others,Without Vehicle,no credit cards,1,1
2,4,27,0,120,1,0,1,2200,0,3,1,0,2,1,600,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,2,28,3,120,2,1,1,2300,1,3,1,0,2,1,1400,Radio or TV or Hifi,Lease,German,Civil Service,Car,Cheque card,1,1
0,1,30,3,120,1,0,1,2400,0,1,1,1,4,1,1100,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
0,1,29,9,120,2,0,1,0,1,1,1,2,7,1,1000,Cars,Lease,German,Others,Car,Cheque card,1,1
0,1,36,9,120,2,2,0,1500,0,1,1,1,5,1,900,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
3,4,37,9,120,1,0,0,2900,0,3,1,0,5,1,700,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,2,41,15,120,1,0,0,1500,0,3,1,0,0,0,1400,Dept. Store or Mail,Lease,German,Others,Without Vehicle,no credit cards,1,1
2,4,26,18,120,2,2,1,3500,0,1,1,3,4,1,1100,Radio or TV or Hifi,,Turkish,State or Steel Ind,Car,no credit cards,1,1
1,2,29,21,120,1,0,1,0,1,1,1,1,0,0,1100,Dept. Store or Mail,Lease,German,Civil Service,Car,Cheque card,1,1
1,3,39,21,120,2,1,1,3500,0,1,1,3,3,1,600,Cars,Lease,Others,Others,Car,no credit cards,1,1
0,2,28,30,120,2,2,1,5000,0,1,1,4,7,1,4000,Radio or TV or Hifi,Owner,German,Others,Car,no credit cards,1,1
2,4,30,48,120,2,0,1,4000,0,1,1,2,7,1,3000,Dept. Store or Mail,Lease,German,Military Service,Car,no credit cards,1,1
2,4,31,54,120,2,0,1,0,0,1,1,1,4,1,2500,Radio or TV or Hifi,Lease,Turkish,Others,Car,Mastercard/Euroc,1,1
1,2,43,54,120,2,2,1,2600,0,1,1,1,7,1,2500,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
3,5,29,72,120,2,2,1,0,1,1,1,1,3,1,700,Cars,Lease,Turkish,Others,Without Vehicle,Cheque card,1,1
3,5,28,96,120,2,2,1,2500,0,3,1,0,4,1,1200,Radio or TV or Hifi,Lease,German,Food or Building,Car,no credit cards,1,1
3,5,32,96,120,2,1,1,4000,0,1,1,3,4,1,1000,Radio or TV or Hifi,Lease,Other European,Others,Car,no credit cards,1,1
3,5,31,108,120,2,1,1,3300,0,1,1,3,4,1,0,,Lease,Turkish,Others,Car,no credit cards,1,1
1,3,42,108,120,2,0,1,3400,0,3,1,0,4,1,7000,Furniture or Carpet,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,41,120,120,2,0,1,2700,0,1,1,1,0,0,2500,Leisure,Lease,German,Others,Car,no credit cards,1,1
0,1,45,120,120,2,0,1,1700,0,3,1,0,3,1,500,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
0,1,27,240,120,2,1,1,0,0,1,1,3,4,1,800,Radio or TV or Hifi,,Turkish,Others,Car,VISA mybank,1,1
0,1,41,240,120,2,2,1,2500,0,1,1,2,2,1,2500,Furniture or Carpet,Lease,German,Civil Service,Car,no credit cards,1,1
2,4,42,240,120,2,2,0,0,1,1,1,4,4,1,700,Dept. Store or Mail,,German,Civil Service,Car,Cheque card,1,1
0,1,63,240,120,2,2,1,1800,0,3,1,0,2,1,1500,Radio or TV or Hifi,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
1,2,26,312,120,1,0,0,2100,1,1,1,2,0,0,1100,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,1,26,312,120,2,0,1,1900,0,3,1,0,5,1,1500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
0,2,49,312,120,2,0,0,1500,0,3,1,0,9,1,600,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
1,3,46,336,120,1,0,0,0,1,1,1,1,0,0,2500,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
0,1,30,0,108,1,0,0,0,1,1,1,1,7,1,2500,Radio or TV or Hifi,Lease,Greek,Others,Car,Cheque card,1,1
2,4,35,0,108,1,0,1,2800,0,1,1,1,3,1,1500,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
0,2,29,3,108,2,0,1,3400,0,1,1,1,0,0,1500,Radio or TV or Hifi,Lease,German,Civil Service,Car,no credit cards,1,1
2,4,35,3,108,2,2,1,2800,1,1,1,2,3,1,1200,Dept. Store or Mail,,German,Others,Car,Cheque card,1,1
0,1,37,9,108,2,2,0,2500,0,1,1,2,0,0,900,Dept. Store or Mail,Lease,German,Others,Car,no credit cards,1,1
1,2,47,12,108,2,0,0,4000,0,1,1,1,4,1,3000,Radio or TV or Hifi,Lease,German,Self-employed pe,Car,no credit cards,1,1
0,1,24,18,108,2,0,1,2400,0,1,1,2,8,1,2500,Furniture or Carpet,,German,Others,Car,no credit cards,1,1
0,2,31,21,108,2,2,1,3400,1,1,1,2,4,1,2500,Furniture or Carpet,,German,Civil Service,Car,Cheque card,1,1
0,1,25,30,108,2,0,0,2300,0,1,1,0,2,1,1100,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,no credit cards,1,1
1,2,27,30,108,1,0,0,2600,0,1,1,1,0,0,4000,Furniture or Carpet,Lease,German,Others,Car,no credit cards,1,1
3,5,36,36,108,2,0,0,3500,0,1,1,2,2,1,8000,Cars,Owner,German,Others,Car,no credit cards,1,1
1,2,26,42,108,1,0,0,2200,0,1,1,1,0,0,1300,Dept. Store or Mail,,German,Others,Car,no credit cards,1,1
0,1,67,42,108,2,0,0,2000,0,1,1,0,3,1,15000,Furniture or Carpet,Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
2,4,24,60,108,1,2,0,2500,0,1,1,3,0,0,4000,Cars,Lease,German,Others,Car,no credit cards,1,1
0,1,35,60,108,2,0,0,0,1,3,1,0,5,1,1800,Radio or TV or Hifi,Lease,German,Others,Without Vehicle,Cheque card,1,1
3,5,31,84,108,1,0,0,0,1,1,1,2,0,0,1000,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
3,4,28,96,108,2,2,0,4000,0,1,1,1,5,1,1500,Leisure,Lease,German,Others,Car,no credit cards,1,1
0,1,27,108,108,2,0,1,0,1,1,1,1,3,1,1500,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
3,5,32,108,108,2,0,1,3200,0,2,1,1,4,1,3000,Furniture or Carpet,Lease,Turkish,Others,Car,no credit cards,1,1
2,4,36,108,108,2,2,1,0,1,1,1,6,4,1,1300,Radio or TV or Hifi,Lease,Yugoslav,Others,Car,Cheque card,1,1
0,2,44,108,108,2,0,0,1900,0,3,1,0,4,1,1100,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
2,4,29,120,108,2,2,1,2500,0,1,1,1,0,0,1200,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,1,1
2,4,42,144,108,1,0,0,0,1,3,1,0,0,0,700,Furniture or Carpet,Lease,German,Pensioner,Car,Cheque card,1,1
3,5,46,144,108,2,1,1,2400,0,1,1,1,2,1,500,Radio or TV or Hifi,Lease,Spanish/Portugue,Others,Without Vehicle,no credit cards,1,1
0,2,68,168,108,2,2,0,0,1,1,1,2,0,0,1100,Dept. Store or Mail,Lease,German,Pensioner,Car,Cheque card,1,1
2,4,25,192,108,2,2,1,2800,0,1,1,1,4,1,1000,Radio or TV or Hifi,Lease,Turkish,Food or Building,Car,no credit cards,1,1
2,4,24,240,108,1,2,1,4000,0,1,1,4,5,1,500,Radio or TV or Hifi,Lease,German,Others,Car,no credit cards,1,1
3,5,47,240,108,2,0,0,0,0,1,1,1,3,1,1200,Radio or TV or Hifi,,German,Civil Service,Car,Other credit car,1,1
0,1,26,312,108,2,0,0,2000,0,1,1,0,4,1,800,Cars,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,26,312,108,2,0,1,2900,0,1,1,2,4,1,1000,Dept. Store or Mail,,German,Others,Car,no credit cards,1,1
1,3,34,312,108,2,2,1,0,1,1,1,3,4,1,3000,Radio or TV or Hifi,Lease,German,Others,Car,Cheque card,1,1
1,3,30,360,108,2,2,1,2600,0,1,1,2,5,1,15000,Cars,Owner,German,Others,Car and Motor bi,no credit cards,1,1
0,2,55,999,108,2,0,0,2100,0,1,1,3,2,1,1500,Furniture or Carpet,Owner,German,Others,Car,no credit cards,1,1
2,4,31,3,96,2,0,1,0,1,1,1,2,4,1,1500,Furniture or Carpet,Lease,German,Others,Car,Cheque card,1,1
2,4,33,3,96,2,1,1,3500,0,1,1,2,7,1,1600,Radio or TV or Hifi,Lease,Turkish,Others,Car,no credit cards,1,1
0,1,42,3,96,2,2,1,1600,0,1,1,1,3,1,700,Dept. Store or Mail,Lease,German,Food or Building,Without Vehicle,no credit cards,1,1
0,1,25,6,96,2,0,1,2400,0,1,1,2,0,0,2500,Dept. Store or Mail,Lease,German,Food or Building,Car,no credit cards,1,1
0,1,26,6,96,2,2,1,0,0,1,1,2,6,1,1000,Radio or TV or Hifi,Lease,German,Civil Service,Car,Mastercard/Euroc,1,1
0,1,25,9,96,2,0,0,2300,0,1,1,2,5,1,1700,Cars,Lease,German,Others,Car,no credit cards,1,1
1,3,24,15,96,2,0,1,4000,0,1,1,1,4,1,700,Radio or TV or Hifi,,German,Others,Car,no credit cards,1,1
