CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS
0,1,21,108,24,2,0,0,2200,0,3,1,0,2,1,5000,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,19,60,18,2,0,0,1500,0,3,1,0,4,1,7000,Cars,Lease,German,Others,Car,no credit cards
0,1,21,30,18,2,0,0,1500,0,3,1,0,5,1,7000,Cars,Lease,German,Others,Car,no credit cards
0,1,21,108,30,2,0,1,1500,0,3,1,0,6,1,5000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,2,20,6,6,1,0,0,1500,0,3,1,0,7,1,2000,"Dept. Store,Mail",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,18,0,9,1,0,0,1000,0,3,1,0,3,1,1000,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,18,36,6,2,0,0,1000,0,3,1,0,4,1,1000,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards
0,1,21,3,6,2,0,0,1800,0,1,1,0,6,1,1800,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,22,264,21,2,0,0,2300,0,1,1,2,2,1,4000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,21,6,6,1,0,0,2000,0,3,1,0,2,1,4000,"Radio, TV, Hifi",Lease,Other European,Others,Car,no credit cards
0,1,20,96,9,2,0,0,1500,0,3,1,0,7,1,1100,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,18,84,27,2,0,0,1000,0,3,1,0,0,0,800,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,12,24,2,0,0,2500,1,3,1,0,5,1,1300,"Radio, TV, Hifi",,German,Others,Car,Cheque card
0,1,20,264,45,2,0,0,3200,0,2,1,0,3,1,1600,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,20,192,18,2,0,0,1500,0,3,1,0,4,1,700,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,21,9,6,2,0,0,1600,0,1,1,2,7,1,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,22,264,6,2,0,1,1500,0,1,1,1,4,1,700,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,1,22,3,12,2,0,0,1900,0,2,1,2,4,1,800,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
0,1,19,240,24,2,0,0,1500,0,3,1,0,7,1,600,"Dept. Store,Mail",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
0,1,22,3,54,2,0,0,2100,0,3,1,0,2,1,1000,"Radio, TV, Hifi",Lease,Yugoslav,Others,Without Vehicle,no credit cards
1,3,22,9,15,2,0,0,2000,0,3,1,0,4,1,7000,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
0,1,19,9,6,2,0,0,1800,0,1,1,1,9,1,3000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,18,21,9,2,0,0,1700,0,3,1,0,5,1,900,Leisure,Lease,German,Others,Car,no credit cards
0,1,22,18,54,2,0,0,2000,0,3,1,0,3,1,9000,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,18,84,36,2,0,0,2200,0,1,1,0,8,1,700,"Radio, TV, Hifi",,German,Others,Car,no credit cards
0,1,20,6,30,2,0,0,0,1,3,1,0,9,1,1800,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
1,3,22,264,9,1,0,1,2800,0,2,1,0,8,1,1800,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,19,15,6,2,0,0,2700,0,3,1,0,5,1,2000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,96,18,2,0,0,1000,0,3,1,0,5,1,600,"Dept. Store,Mail",,Turkish,"Civil Service, M",Without Vehicle,no credit cards
0,1,18,15,27,2,0,0,1500,0,1,1,1,3,1,1100,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,18,120,12,2,0,0,1000,0,3,1,0,4,1,1500,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,96,36,2,0,1,2200,0,1,1,4,3,1,1900,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,20,66,6,2,0,0,1000,0,1,1,0,4,1,700,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,2,21,12,6,2,0,0,2200,0,1,1,1,6,1,1400,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,21,84,9,1,0,0,2000,0,1,1,2,3,1,5000,Leisure,Lease,German,Others,Car,no credit cards
0,1,19,24,24,2,0,0,1000,0,1,1,0,4,1,800,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,21,264,3,2,0,0,1600,0,3,1,0,7,1,1100,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
1,3,21,54,3,2,0,0,2500,0,1,1,1,7,1,2500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,19,36,12,2,0,0,2400,0,1,1,1,8,1,4000,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
0,1,18,144,12,2,0,0,1000,0,3,1,0,4,1,1000,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,1,19,240,48,2,0,0,2000,0,3,1,0,9,1,10000,Cars,Lease,German,Others,Car,no credit cards
0,1,19,120,33,2,0,0,1000,0,1,1,1,8,1,900,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
1,2,21,9,18,2,0,0,1500,0,3,1,0,6,1,800,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,22,36,33,1,0,0,2100,0,1,1,1,4,1,5000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
2,3,22,24,12,2,0,1,2800,0,2,1,3,2,1,1400,"Radio, TV, Hifi",,German,Others,Car,no credit cards
1,3,22,48,12,1,0,0,2400,0,2,1,0,4,1,1500,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,1,19,18,9,2,0,0,1900,0,1,1,1,4,1,15000,Cars,Lease,Turkish,Others,Car,no credit cards
0,1,18,240,30,2,0,0,1000,0,1,1,1,3,1,800,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,20,6,9,1,0,0,2300,0,1,1,1,2,1,2500,"Radio, TV, Hifi",Lease,German,Military Service,Without Vehicle,no credit cards
0,1,21,30,15,2,0,0,0,1,1,1,1,4,1,1800,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card
1,2,21,12,15,2,0,0,3200,0,2,1,1,2,1,500,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards
0,1,19,21,24,2,0,0,1000,0,1,1,0,7,1,1200,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,20,12,6,1,0,0,1900,0,2,1,0,5,1,1600,Leisure,Lease,German,Others,Car,no credit cards
0,1,18,15,15,2,0,0,1000,0,3,1,0,4,1,800,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,21,30,24,2,0,0,1700,0,1,1,2,6,1,15000,Cars,Lease,German,Others,Car,no credit cards
0,1,22,240,66,2,0,1,2200,0,2,1,1,0,0,1300,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards
0,2,21,6,18,2,0,1,2200,0,1,1,3,4,1,9000,"Furniture,Carpet",Lease,German,Military Service,Car,no credit cards
0,1,19,120,3,2,0,0,1800,0,3,1,0,4,1,3000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,21,264,3,2,0,0,1900,0,3,1,0,2,1,1500,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
0,1,21,264,6,2,0,1,1000,0,1,1,1,5,1,700,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,19,240,6,2,0,0,1000,0,3,1,0,5,1,900,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,21,3,33,2,0,0,1500,0,3,1,0,5,1,1800,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,22,264,18,2,0,0,1600,0,3,1,0,6,1,500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,22,6,12,1,0,0,2200,0,1,1,1,3,1,900,"Furniture,Carpet",,German,Others,Without Vehicle,no credit cards
0,1,19,3,21,2,0,0,1500,0,1,1,0,5,1,2500,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,2,22,192,15,2,0,1,1900,0,1,1,1,7,1,1600,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
0,1,22,15,9,2,0,0,1800,0,1,1,1,4,1,1700,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,22,144,12,2,0,0,2500,0,1,1,2,5,1,20000,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
1,3,22,15,6,1,0,0,2200,0,3,1,0,3,1,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,21,264,3,2,0,0,1800,0,1,1,0,4,1,1200,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards
0,1,19,66,9,1,0,0,1000,0,3,1,0,3,1,600,"Dept. Store,Mail",,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,19,36,3,2,0,0,1800,0,1,1,0,6,1,4000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,22,12,12,2,0,0,1700,0,1,1,1,4,1,10000,Cars,Lease,German,Others,Car,no credit cards
0,1,20,240,48,2,0,0,1800,0,3,1,0,5,1,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,21,84,3,2,0,0,2500,1,3,1,0,0,0,8000,Cars,Lease,Yugoslav,Others,Without Vehicle,Cheque card
0,2,22,9,6,2,0,1,1700,0,2,1,0,4,1,15000,Cars,Lease,German,Others,Car,no credit cards
0,1,20,9,15,2,0,1,2300,0,1,1,1,3,1,800,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
0,1,21,3,18,1,0,0,1500,0,3,1,0,4,1,1000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,21,264,60,2,0,0,2300,0,1,1,1,6,1,1000,Cars,Lease,Italian,Others,Car,no credit cards
0,1,21,6,21,2,0,1,1000,0,3,1,0,4,1,800,"Radio, TV, Hifi",,Others,Others,Without Vehicle,no credit cards
0,1,21,3,12,2,0,0,1800,1,1,1,1,2,1,1400,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card
0,1,22,36,60,2,0,0,2100,0,1,1,1,7,1,5000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,18,216,30,2,0,0,1000,0,3,1,0,4,1,800,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,22,6,72,2,0,0,1800,0,3,1,0,7,1,900,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,2,20,0,18,2,0,0,1700,0,1,1,2,5,1,1400,Cars,Lease,Italian,"Food,Building,Ca",Car,no credit cards
1,3,20,6,6,1,0,0,2600,0,1,1,0,5,1,1900,"Radio, TV, Hifi",,German,Others,Car,no credit cards
0,1,18,216,24,2,0,0,1000,0,3,1,0,4,1,700,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,1,20,240,21,2,0,0,1000,0,3,1,0,4,1,2000,Cars,Lease,German,Others,Without Vehicle,no credit cards
0,1,21,30,42,2,0,0,2300,0,1,1,2,3,1,4000,"Furniture,Carpet",,German,Others,Car,no credit cards
0,1,20,264,24,2,0,0,1000,0,3,1,0,4,1,1700,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,20,144,27,1,0,1,2600,0,2,1,1,8,1,4000,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
0,1,19,9,18,2,0,0,1000,0,3,1,0,4,1,500,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,1,18,240,15,2,0,0,1000,0,3,1,0,2,1,600,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,22,264,12,2,0,0,2000,0,3,1,0,2,1,3000,"Radio, TV, Hifi",,German,"Civil Service, M",Without Vehicle,no credit cards
1,3,22,15,24,2,0,0,0,1,3,1,0,4,1,800,"Radio, TV, Hifi",,Yugoslav,Others,Without Vehicle,Cheque card
0,1,18,108,6,2,0,0,1500,0,3,1,0,2,1,1000,"Radio, TV, Hifi",,German,Chemical Industr,Without Vehicle,no credit cards
0,1,21,18,9,2,0,0,1900,1,1,1,1,2,1,3000,"Radio, TV, Hifi",Lease,Spanish/Portugue,"Food,Building,Ca",Car,Cheque card
0,1,22,84,42,2,0,0,1500,0,1,1,1,5,1,1000,Cars,Lease,German,Others,Car,no credit cards
0,2,19,3,6,1,0,0,1900,0,3,0,0,4,1,2500,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,18,216,24,2,0,0,0,1,3,1,0,6,1,1900,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
0,1,18,96,15,2,0,0,1000,0,3,1,0,5,1,1300,Leisure,Lease,German,Others,Car,no credit cards
0,1,19,240,30,2,0,0,2500,0,3,1,0,0,0,900,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,1,19,15,6,2,0,0,1800,0,3,1,0,9,1,700,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,2,23,168,12,2,0,0,2200,0,3,1,0,2,1,20000,Cars,Lease,German,"Civil Service, M",Car,no credit cards
0,1,19,240,3,2,0,0,1000,0,3,1,0,3,1,500,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
0,1,19,42,30,2,0,0,2000,0,3,1,0,4,1,1000,Cars,Lease,German,Others,Car,no credit cards
0,1,19,60,3,2,0,0,2500,0,1,1,0,8,1,1700,"Radio, TV, Hifi",,German,Others,Car,no credit cards
0,1,21,120,27,2,0,0,1000,0,1,1,1,4,1,1100,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,84,15,2,0,0,1500,0,3,1,0,3,1,700,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
0,2,22,12,36,2,0,1,1500,0,1,1,2,4,1,1400,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
2,4,22,12,12,1,0,0,2800,0,3,1,0,5,1,1700,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
0,1,20,240,12,2,0,0,1000,0,3,1,0,2,1,2000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,240,30,2,0,0,1000,0,1,1,1,4,1,600,Leisure,Lease,German,Others,Without Vehicle,no credit cards
0,1,22,3,9,2,0,0,1500,0,3,1,0,5,1,900,"Radio, TV, Hifi",,Turkish,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,19,3,9,2,0,0,1000,0,3,1,0,5,1,900,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards
0,1,20,36,6,2,0,0,1800,0,3,1,0,0,0,1000,"Radio, TV, Hifi",,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,18,66,6,2,0,0,1000,0,1,1,0,5,1,1800,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,1,21,6,24,2,0,1,2000,0,1,1,1,4,1,2000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,21,108,36,2,0,0,1800,0,3,1,0,2,1,1000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,2,22,3,6,2,0,1,2000,0,1,1,1,4,1,5000,Cars,Lease,German,Others,Without Vehicle,no credit cards
1,3,22,42,27,2,0,1,0,1,1,1,1,7,1,1500,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
0,1,22,3,3,1,0,0,0,1,3,1,0,4,1,900,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,Cheque card
0,1,19,0,15,1,0,0,1600,0,1,1,1,0,0,1600,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
0,1,21,264,18,2,0,0,1000,0,3,1,0,2,1,2000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
1,2,22,18,21,1,0,0,2300,0,2,1,0,8,1,4000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,18,108,30,2,0,0,1000,0,3,1,0,2,1,1200,"Radio, TV, Hifi",,German,Others,Car,no credit cards
0,1,20,6,9,2,0,0,1700,0,3,0,0,4,1,3000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,240,15,1,0,0,1600,0,1,1,1,9,1,1000,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
0,1,20,240,54,2,0,0,0,1,3,1,0,7,1,1000,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
0,1,19,168,6,2,0,0,1500,1,3,1,0,3,1,1000,"Dept. Store,Mail",,German,Others,Without Vehicle,Cheque card
0,1,21,3,15,1,0,0,1500,0,2,1,0,3,1,500,"Radio, TV, Hifi",Lease,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,20,9,36,2,0,0,1500,0,3,1,0,5,1,1000,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,22,144,9,2,0,0,2000,0,2,1,0,3,1,600,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,18,144,15,2,0,0,1000,0,3,1,0,0,0,1300,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,19,48,36,2,0,0,2700,0,1,1,1,5,1,900,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
0,1,19,60,9,2,0,0,1800,0,3,0,0,3,1,600,"Dept. Store,Mail",Lease,Yugoslav,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,21,264,15,2,0,0,1600,0,3,1,0,6,1,2000,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,2,22,72,21,2,0,0,1000,0,3,1,0,6,1,9000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,19,12,15,1,0,0,1000,0,3,1,0,4,1,2000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
1,3,22,24,3,2,0,1,2200,0,1,1,1,6,1,2500,"Furniture,Carpet",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
1,3,19,36,12,2,0,0,0,1,3,1,0,6,1,800,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card
0,1,21,15,3,1,0,0,1700,0,1,1,0,2,1,700,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,22,144,45,1,0,0,1600,0,2,1,1,6,1,2000,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,1,18,3,3,2,0,0,2200,0,3,0,0,9,1,1000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,22,288,12,1,0,0,0,1,1,1,2,2,1,1600,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card
0,1,21,6,12,2,0,0,1800,0,3,1,0,3,1,1300,"Radio, TV, Hifi",,German,Others,Car,no credit cards
0,1,21,3,6,1,0,0,2100,1,3,1,0,5,1,1900,"Radio, TV, Hifi",,German,Others,Without Vehicle,Cheque card
0,1,22,66,54,0,0,1,1700,0,1,1,1,6,1,5000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,18,9,39,2,0,0,1000,0,3,1,0,6,1,1400,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
0,1,20,36,18,2,0,0,2200,0,1,1,0,2,1,15000,Cars,Lease,Others,Others,Car,no credit cards
2,4,22,12,3,2,0,1,1000,0,1,1,1,4,1,1300,"Dept. Store,Mail",,German,Others,Car,no credit cards
0,1,22,36,18,2,0,0,1900,1,1,1,1,3,1,6000,Cars,Lease,German,"Civil Service, M",Car,Cheque card
0,1,20,48,45,2,0,1,2300,0,1,1,1,5,1,3000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
0,1,18,336,3,2,0,0,1500,0,1,1,0,4,1,10000,Cars,Lease,Other European,Others,Car,no credit cards
0,1,19,21,24,2,0,0,1000,0,3,1,0,4,1,1600,"Radio, TV, Hifi",,Turkish,"State,Steel Ind,",Car,no credit cards
0,1,21,6,9,2,0,0,2000,0,3,1,0,6,1,7000,"Furniture,Carpet",Lease,Others,Others,Without Vehicle,no credit cards
0,1,20,42,6,2,0,0,1500,0,1,1,1,3,1,4000,"Furniture,Carpet",Lease,Italian,Others,Without Vehicle,no credit cards
0,1,22,264,42,2,0,0,2400,0,1,1,2,3,1,2500,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
0,1,18,18,12,2,0,0,2000,0,3,1,0,6,1,1000,"Radio, TV, Hifi",,German,Others,Car,no credit cards
0,1,19,168,30,2,0,0,2300,0,3,1,0,4,1,1300,"Radio, TV, Hifi",,German,"State,Steel Ind,",Car,no credit cards
0,1,20,240,6,2,0,0,2000,0,1,1,2,2,1,20000,Cars,Lease,German,Others,Car,no credit cards
0,1,20,6,39,1,0,1,1000,0,1,1,1,7,1,1400,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,20,0,3,1,0,0,2200,0,1,1,1,3,1,2000,"Furniture,Carpet",Lease,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
0,1,18,240,15,1,0,0,1000,0,3,1,0,6,1,500,Cars,Lease,German,Others,Car,no credit cards
0,1,20,48,54,2,0,0,2200,0,1,1,0,4,1,100000,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,19,72,9,2,0,0,1000,0,3,1,0,2,1,1700,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
0,1,20,15,21,2,0,0,1000,0,3,1,0,4,1,500,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
0,1,19,144,15,2,0,0,2000,0,3,1,0,4,1,2500,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
0,1,22,12,3,2,0,0,1600,0,3,0,0,3,1,2000,"Radio, TV, Hifi",Lease,German,"Sea Vojage, Gast",Car,no credit cards
0,1,21,42,18,2,0,0,1500,0,1,1,1,7,1,1200,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
0,1,19,12,18,2,0,0,1500,0,3,1,0,9,1,500,Cars,Lease,German,Others,Car,no credit cards
0,1,18,144,12,2,0,0,1000,0,3,1,0,5,1,1000,Cars,Lease,Turkish,Others,Car,no credit cards
0,2,21,3,6,2,0,0,1700,0,3,1,0,6,1,1500,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
1,3,21,15,15,2,0,0,1500,0,2,1,1,5,1,5000,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
0,1,26,6,24,2,0,0,2200,0,1,1,0,2,1,3000,"Radio, TV, Hifi",Lease,Spanish/Portugue,Others,Car,no credit cards
1,3,26,36,12,2,0,0,2500,0,3,1,0,5,1,1100,"Furniture,Carpet",Lease,Yugoslav,Others,Car,no credit cards
2,4,28,18,3,2,0,0,1900,0,3,1,0,6,1,1000,Leisure,Lease,Others,Others,Without Vehicle,no credit cards
3,5,39,144,216,2,0,1,3300,0,1,1,1,2,1,6000,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
1,3,36,84,120,2,0,0,2700,0,1,1,2,4,1,6000,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
1,3,34,96,84,2,0,1,3000,0,1,1,2,6,1,4000,"Furniture,Carpet",,Italian,Others,Car,no credit cards
2,4,30,15,3,2,0,1,2200,0,1,1,0,3,1,2500,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards
3,5,40,42,18,2,0,0,2500,0,2,1,0,3,1,2000,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
1,3,24,3,54,1,0,1,2200,0,2,1,1,4,1,1000,"Dept. Store,Mail",Lease,Turkish,Others,Car,no credit cards
0,2,24,312,54,2,0,1,3000,1,1,1,3,4,1,1000,"Radio, TV, Hifi",,Turkish,Others,Car,Cheque card
0,1,30,3,6,2,0,1,3000,0,2,1,2,4,1,15000,Cars,Lease,German,Others,Car,no credit cards
0,2,25,12,24,2,0,0,2700,0,1,1,2,4,1,2500,"Radio, TV, Hifi",Lease,Greek,Others,Without Vehicle,no credit cards
0,2,56,336,48,2,0,0,2400,0,1,1,1,4,1,700,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
0,2,46,42,30,2,0,0,1900,0,1,1,3,3,1,6000,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards
0,1,25,30,66,2,0,1,2200,0,3,1,0,8,1,900,Cars,Lease,Turkish,Others,Car,no credit cards
0,1,23,12,6,2,0,0,2200,0,3,1,0,6,1,3000,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards
0,1,49,96,168,2,0,1,1700,0,2,1,1,5,1,1500,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards
0,1,53,72,9,2,0,0,2500,0,2,1,0,2,1,1000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
3,5,30,84,120,2,0,1,0,1,1,1,4,3,1,700,"Radio, TV, Hifi",Lease,Turkish,"Food,Building,Ca",Car,Cheque card
0,1,41,6,12,2,0,1,1500,0,3,1,0,2,1,7000,"Radio, TV, Hifi",,Others,Others,Without Vehicle,no credit cards
0,1,23,42,15,1,0,0,1800,0,2,1,0,2,1,4000,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
1,3,46,0,48,2,0,0,3000,0,3,1,0,9,1,1000,"Radio, TV, Hifi",Lease,Yugoslav,"Food,Building,Ca",Without Vehicle,no credit cards
1,3,54,66,216,2,0,0,2300,0,2,1,0,4,1,9000,Cars,Lease,German,Others,Car and Motor bi,no credit cards
1,3,52,42,66,2,0,1,2500,0,1,1,2,7,1,2500,"Radio, TV, Hifi",Lease,Yugoslav,Others,Without Vehicle,no credit cards
1,2,28,42,33,2,0,0,1900,0,1,1,2,4,1,1400,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
3,5,52,168,288,2,0,1,3500,0,1,1,1,4,1,5000,"Furniture,Carpet",Lease,Others,"Food,Building,Ca",Car,no credit cards
2,4,24,15,27,2,0,1,2800,0,2,1,2,3,1,1200,"Dept. Store,Mail",Lease,Turkish,"Food,Building,Ca",Car,no credit cards
0,2,24,6,30,2,0,0,2800,0,3,1,0,6,1,1400,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
2,4,43,36,288,1,0,1,4000,0,1,1,1,8,1,1000,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
0,1,24,30,6,2,0,0,1800,0,3,1,0,4,1,7000,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
0,1,29,96,54,2,0,1,2800,0,1,1,2,5,1,1800,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards
2,4,24,42,9,2,0,0,2300,0,1,1,0,3,1,7000,Cars,Lease,Yugoslav,Others,Car,no credit cards
1,2,47,36,336,1,0,0,1500,0,2,1,0,7,1,700,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards
